validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
True,Crescent Township Volunteer Fire Department,Fire Department,"79 Mcgovern Boulevard, Crescent, Pennsylvania 15046, United States",http://crescenttwpfire.org,"Wednesday Feb 17 from 4:00 PM to 7:00 PM, Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM",,https://crescent-volunteer-fire-department-2021-fish-fry.square.site/?fbclid=IwAR3Sqzropi0uATdA9bAPYldnFkGeJxbGUes0B1zV8FFqOZfhnPRBQHIU670,,,724-457-7430,,,True,,,True,True,,40.556081,-80.221063
True,Mahoning Township VFD,Fire Department,"570 Jackson St, Edinburg, Pennsylvania",https://www.facebook.com/Mahoning-Township-Volunteer-Fire-Department-606000249480025/,"Friday Apr 2 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Apr 2 from 11:00 AM to 2:00 PM, Friday Mar 26 from 11:00 AM to 2:00 PM, Friday Mar 19 from 11:00 AM to 2:00 PM, Friday Mar 12 from 11:00 AM to 2:00 PM, Friday Mar 5 from 11:00 AM to 2:00 PM, Friday Feb 26 from 11:00 AM to 2:00 PM, Friday Feb 19 from 11:00 AM to 2:00 PM",,https://www.facebook.com/Mahoning-Township-Volunteer-Fire-Department-606000249480025/photos/pcb.3747947705285248/3747947661951919/,,,(724) 667-8431,,,True,,,,True,,41.014327,-80.434998
True,Islam Grotto Annual Lenten Fish Dinner,Community Organization,"3579 Masonic Way, Pittsburgh, Pennsylvania 15237, United States",https://www.facebook.com/islamgrotto/,"Friday Feb 19 from 5:00 PM to 7:00 PM, Friday Feb 26 from 5:00 PM to 7:00 PM, Friday Mar 5 from 5:00 PM to 7:00 PM, Friday Mar 12 from 5:00 PM to 7:00 PM, Friday Mar 19 from 5:00 PM to 7:00 PM, Friday Mar 26 from 5:00 PM to 7:00 PM, Friday Apr 2 from 5:00 PM to 7:00 PM",,,"The menu will be the same as in the past, deep fried Icelandic cod sandwich, macaroni & cheese, haluski, cole slaw and cookies. ",Free parking at/Greater Pittsburgh Masonic Center,,,,True,,False,,True,,40.511275,-80.015336
True,Patterson Township Vol. Fire Co.,Fire Department,"407 Darlington Rd, Beaver Falls, PA 15010",https://www.facebook.com/pattersontwpfire/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM","Pierogi on menu, unsure if homemade",https://scontent-ort2-1.xx.fbcdn.net/v/t1.0-9/c0.235.985.514a/145968395_1067425010396570_5225999583613175907_o.jpg?_nc_cat=104&ccb=3&_nc_sid=340051&_nc_ohc=OYVebaXeTPEAX_vzfj0&_nc_ht=scontent-ort2-1.xx&_nc_tp=29&oh=3fe76e4f48f1240fdaf3ced9e13fb23a&oe=605784C6,,,724-843-9617,,True,True,,False,,True,,40.745071,-80.333821
True,Stone Church VFD,Fire Department,"621 Stone Church Rd., Wheeling, WV",https://www.facebook.com/StoneChurchFire/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM",,," MENU
Fish Sandwich $6.00
Onion Rings $3.00
Sides: Fries, Cole Slaw, Green Beans, or Mac & Cheese $2.00 each 
Hush Puppies 4 for a $1.00
Pop: Pepsi, Diet Pepsi, Mountain Dew, Orange, Root Beer, or Water $1.00 each",,304-243-1571,,True,True,,False,,True,,40.038195,-80.638455
True,"St. Vincent de Paul, New Castle",Church,"1 Lucymont Drive, New Castle, Pennsylvania 16102, United States",https://holyspiritparishoflawrencecounty.org/,"Friday Feb 19 from 11:00 AM to 6:00 PM, Friday Feb 26 from 11:00 AM to 6:00 PM, Friday Mar 5 from 11:00 AM to 6:00 PM, Friday Mar 12 from 11:00 AM to 6:00 PM, Friday Mar 19 from 11:00 AM to 6:00 PM, Friday Mar 26 from 11:00 AM to 6:00 PM",,https://www.facebook.com/hsplc/photos/734094810578214,See menu link,"For Friday fish dinners, CALL ON TUESDAYS to order (only pre-ordered will be available!). You have a choice of location where you can order!",724-652-5538,,,True,,True,True,True,,40.979502,-80.376773
True,Blairsville Fire Department,Fire Department,"51 West Campbell Street, Blairsville, PA",http://www.blairsvillefire.com/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM",,http://www.blairsvillefire.com/news.html?view=1&id=86575,,,724-459-8111,,False,True,False,False,,True,,40.431776,-79.265356
True,Siwiak's Homestyle Cooking,Restaurant,"110 South Pike Road, Sarver, Pennsylvania 16055, United States",,"Wednesday Feb 17 from 11:00 AM to 9:00 PM, Friday Feb 19 from 11:00 AM to 9:00 PM, Friday Feb 26 from 11:00 AM to 9:00 PM, Friday Mar 5 from 11:00 AM to 9:00 PM, Friday Mar 12 from 11:00 AM to 9:00 PM, Friday Mar 19 from 11:00 AM to 9:00 PM, Friday Mar 26 from 11:00 AM to 9:00 PM, Friday Apr 2 from 11:00 AM to 9:00 PM",,,,,(412) 277-1303,todd@smokintoadsbbq.com,,,,True,,True,,40.716846,-79.755292
True,Smokin' Toad's BBQ,Restaurant,"110 South Pike Road, Sarver, Pennsylvania 16055, United States",http://smokintoadsbbq.com/,"Friday Feb 19 from 11:00 AM to 9:00 PM, Friday Feb 26 from 11:00 AM to 9:00 PM, Friday Mar 5 from 11:00 AM to 9:00 PM, Friday Mar 12 from 11:00 AM to 9:00 PM, Friday Mar 19 from 11:00 AM to 9:00 PM, Friday Mar 26 from 11:00 AM to 9:00 PM, Wednesday Feb 17 from 11:00 AM to 9:00 PM, Friday Apr 2 from 11:00 AM to 9:00 PM",,,"Fried cod sandwich Panko breaded, served on a grilled hoagie roll with lettuce, tomato and tartar sauce $11 salmon dinner also on menu",,724-353-1111,todd@smokintoadsbbq.com,,True,True,True,,True,,40.716846,-79.755292
True,CNH Javor Fish Fries,Community Organization,"805 East Street, Pittsburgh, Pennsylvania 15212, United States",https://www.facebook.com/events/2548604415435158/?__mref=mb,"Friday Apr 2 from 4:30 PM to 8:00 PM, Friday Mar 26 from 4:30 PM to 8:00 PM, Friday Mar 19 from 4:30 PM to 8:00 PM, Friday Mar 12 from 4:30 PM to 8:00 PM, Friday Mar 5 from 4:30 PM to 8:00 PM, Friday Feb 26 from 4:30 PM to 8:00 PM, Friday Feb 19 from 4:30 PM to 8:00 PM",,,"Our menu includes baked or fried fish, shrimp, and yummy sides like mac and cheese, french fries and our famous Croatian cole slaw. Dinners are just $11 with two sides, and a fish sandwich is $9
Take out is available. Call us to order at 412.321.8104. We're open every Friday during Lent from 4:30-8 p.m.

**CNH Javor follows the Covid-19 guidelines presented by the Health Department and the CDC, which limits indoor capacity, directs table spacing and more. MASKS MUST BE WORN UNLESS YOU ARE SEATED AND DINING. ",,412.321.8104,,,,,,,True,,40.454882,-79.99854
True,St. Joseph Lucinda,Church,"112 Rectory Ln, Lucinda, PA 16235",https://www.facebook.com/stjosephlucinda/,"Friday Mar 26 from 5:00 PM to 7:00 PM, Friday Mar 19 from 5:00 PM to 7:00 PM, Friday Mar 12 from 5:00 PM to 7:00 PM, Friday Mar 5 from 5:00 PM to 7:00 PM, Friday Feb 26 from 5:00 PM to 7:00 PM, Friday Feb 19 from 5:00 PM to 7:00 PM",,https://www.facebook.com/stjosephlucinda/photos/a.1886558331558008/2821942948019537/,,,,,,True,,,,True,,41.310899,-79.365143
True,Wolf's Pub,Restaurant,"3301 Main Street, Homestead, Pennsylvania 15120, United States",https://wolfspub.com/,"Wednesday Feb 17 from 5:00 PM to 11:00 PM, Friday Feb 19 from 5:00 PM to 11:00 PM, Friday Feb 26 from 5:00 PM to 11:00 PM, Friday Mar 5 from 5:00 PM to 11:00 PM, Friday Mar 12 from 5:00 PM to 11:00 PM, Friday Mar 19 from 5:00 PM to 11:00 PM, Friday Mar 26 from 5:00 PM to 11:00 PM, Friday Apr 2 from 5:00 PM to 11:00 PM",,,,,(412) 212-9653,,,True,True,False,,True,,40.387067,-79.902165
False,Immaculate Conception Church,Church,"308 2nd Street, Irwin, Pennsylvania 15642, United States",https://www.icirwin.org/,,,,Fish Fry has been cancelled,,,,,,,,,False,,40.333491,-79.708898
True,Rupe's Roadhouse,Restaurant,"325 Camp Horne, Pittsburgh, PA 15202",https://www.facebook.com/rupeshouse/,,,https://www.facebook.com/rupeshouse/,See site link,,412-415-1087,,,,True,True,,True,,40.51864,-80.090051
True,St. Gabriel of the Sorrowful Virgin,Church,"5300 Greenridge Dr, Pittsburgh, Pennsylvania 15236, United States",https://www.olhpgh.org/,,,https://www.olhpgh.org/stgabff,See menu link,"Order online by 2:00 pm on Thursdays online at https://www.olhpgh.org/Pickup only on Fridays from 4:00 pm - 6:30 pm./Enter the St. Gabriel parking lot, where an attendant will greet you and direct you to your pick-up place in line./Online payment required.",412-881-0495,,,True,,False,,True,,40.3564,-80.005703
False,St. Elizabeth Anne Seton,Church,"200 Leger Road, North Huntingdon, PA",https://seasnh.org,,,,Fish Fry has been canceled,Mack Hall,724-864-6364,,,,,,,False,,40.347939,-79.761435
True,Harris Grill Downtown,Restaurant,"245 Fourth Av, Pittsburgh, Pennsylvania 15222, United States",http://www.harrisgrill.com/,,no fish fry announced this year,,,,(412) 288-5273,,False,True,True,True,,True,,40.439656,-80.001567
True,Most Blessed Sacrament,Church,"1526 Union Avenue, Natrona Heights, Pennsylvania 15065, United States",https://guardianangelspgh.org/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM",,,,Drive through only,724-226-4900,,,,,,,True,,40.620072,-79.727403
True,St. Louise de Marillac,Church,"310 Mcmurray Road, Pittsburgh, Pennsylvania 15241, United States",https://sclpgh.org/,"Friday Feb 19 from 4:30 PM to 7:00 PM, Friday Feb 26 from 4:30 PM to 7:00 PM, Friday Mar 5 from 4:30 PM to 7:00 PM, Friday Mar 12 from 4:30 PM to 7:00 PM, Friday Mar 19 from 4:30 PM to 7:00 PM, Friday Mar 26 from 4:30 PM to 7:00 PM",,https://sclpgh.org/family-fish-fry,,,412-835-0600,,False,True,True,False,,True,,40.316932,-80.072236
True,The Pub Chip Shop,Restaurant,"1830 E Carson St Pittsburgh, Pennsylvania",https://www.thepubchipshop.com,"Friday Feb 19 from 7:15 AM to 11:00 PM, Friday Feb 26 from 7:15 AM to 11:00 PM, Friday Mar 5 from 7:15 AM to 11:00 PM, Friday Mar 12 from 7:15 AM to 11:00 PM, Friday Mar 19 from 7:15 AM to 11:00 PM, Friday Mar 26 from 7:15 AM to 11:00 PM, Friday Apr 2 from 7:15 AM to 11:00 PM",,https://www.thepubchipshop.com/food,,Online ordering available,412-381-2447,thepubchipshop@gmail.com,,True,True,True,,True,,40.428466,-79.979369
True,Highland Hose Volunteer Fire Company,Fire Department,"401 East 8th Avenue, Tarentum, PA",https://www.facebook.com/truck280/,"Wednesday Feb 17 from 4:00 PM to 7:00 PM, Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM",,https://scontent.fagc1-2.fna.fbcdn.net/v/t1.0-9/151605476_4072480019443562_2565622585950910917_n.jpg?_nc_cat=104&ccb=3&_nc_sid=8bfeb9&_nc_ohc=ZK6V6ZnqBngAX9AoPnF&_nc_ht=scontent.fagc1-2.fna&oh=92574117356e6d8daa254e2c79e41fb0&oe=6054B79B ,,upstairs hall,(724) 224-0999,,False,True,False,False,True,True,,40.604556,-79.753166
True,Saxonburg Volunteer Fire Company - WEDNESDAYS DURING LENT,Fire Department,"210 Horne Avenue, Saxonburg, Pennsylvania 16056, United States",https://www.facebook.com/SaxonburgVFC,,,https://scontent-ort2-1.xx.fbcdn.net/v/t1.0-9/146414939_4043906285619443_2531455093319795061_n.jpg?_nc_cat=104&ccb=3&_nc_sid=8bfeb9&_nc_ohc=RVRybcD3W3EAX9lW3nL&_nc_ht=scontent-ort2-1.xx&oh=053bde369a70e65d7b36d7d3a73dba77&oe=60589D7C,,,724-352-9948,,,True,,False,,True,,40.747571,-79.809181
True,"St. Peter, Slippery Rock",Church,"670 South Main Street, Slippery Rock, Pennsylvania 16057, United States",https://stfaustinaparish.org/,"Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Feb 19 from 4:00 PM to 7:00 PM",,https://stfaustinaparish.org/lenten-fish-fry,"$10 take out only

Dinner includes baked or fried cod, french fries, mac n cheese, coleslaw and pre-packaged desserts",church hall,,,,True,,False,,True,,41.056428,-80.050693
True,Swissvale Fire Department,Fire Department,"7400 Irvine Street, Pittsburgh, PA 15218",http://swissvalefire.org/,"Wednesday Feb 17 from 11:00 AM to 7:00 PM, Friday Feb 19 from 11:00 AM to 7:00 PM, Friday Feb 26 from 11:00 AM to 7:00 PM, Friday Mar 5 from 11:00 AM to 7:00 PM, Friday Mar 12 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM, Friday Mar 26 from 11:00 AM to 7:00 PM, Friday Apr 2 from 11:00 AM to 7:00 PM",A beer-battered grilled cheese is on the menu,https://twitter.com/swissvalefire/status/1360426154356854787/photo/1,,on-street parking,412-271-8787,,False,True,False,True,,True,,40.420674,-79.889398
True,Emil's Lounge,Restaurant,"414 Hawkins Avenue, Rankin, Pennsylvania 15104, United States",https://www.facebook.com/EmilsLoungePA/,"Wednesday Feb 17 from 10:30 AM to 7:00 PM, Friday Feb 19 from 10:00 AM to 8:00 PM, Friday Feb 26 from 10:00 AM to 8:00 PM, Friday Mar 5 from 10:00 AM to 8:00 PM, Friday Mar 12 from 10:00 AM to 8:00 PM, Friday Mar 19 from 10:00 AM to 8:00 PM, Friday Mar 26 from 10:00 AM to 8:00 PM, Friday Apr 2 from 10:00 AM to 8:00 PM",,,,,(412) 271-9911,,,True,True,True,,True,,40.413387,-79.880362
True,Heidelberg Volunteer Fire Department,Fire Department,"456 First Street, Heidelberg, PA 15106",https://www.facebook.com/HVFD170/,,No FF this year,,,Fire Department Social Hall. Ample parking and hall entrance is located behind the fire station.,412-276-5955,,True,True,False,False,,True,,40.391722,-80.092331
True,St. Mary (Herman),Church,"821 Herman Road, Butler, PA 16002",https://www.facebook.com/St.MarysHermanFishFries/,"Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM",,,"Pan fried fish, French fries, green beans, tartar sauce, bread and cake for dessert.
Price: $10",,,,,True,,False,,True,,40.830089,-79.81627
True,Cop Out Pierogies,Restaurant,"350 Butler Street, Etna, Pennsylvania 15223, United States",https://www.copoutpierogies.com,"Friday Apr 2 from 11:00 AM to 5:00 PM, Wednesday Feb 17 from 11:00 AM to 5:00 PM, Friday Mar 26 from 11:00 AM to 5:00 PM, Friday Mar 19 from 11:00 AM to 5:00 PM, Friday Mar 12 from 11:00 AM to 5:00 PM, Friday Mar 5 from 11:00 AM to 5:00 PM, Friday Feb 26 from 11:00 AM to 5:00 PM, Friday Feb 19 from 11:00 AM to 5:00 PM",,,,,(412) 973-0068,,True,True,,True,,True,,40.496207,-79.94406
True,Markle VFD,Fire Department,"470 Joyce St., Apollo, PA",https://www.facebook.com/markle.vfd/,"Friday Apr 2 from 3:30 PM to 7:30 PM, Friday Mar 26 from 3:30 PM to 7:30 PM, Friday Mar 19 from 3:30 PM to 7:30 PM, Friday Mar 12 from 3:30 PM to 7:30 PM, Friday Mar 5 from 3:30 PM to 7:30 PM, Friday Feb 26 from 3:30 PM to 7:30 PM, Friday Feb 19 from 3:30 PM to 7:30 PM",,,"$10 Dinner
Fish or chicken
French Fries Or Pierogies
coleslaw
Sides:
Pierogies- 6 for $4
Coleslaw- $2
Fries- $4
Fish Sandwich- $5",Please come out and support both the Markle VFD and Vandergrift #1 Fire-Rescue!,724-727-7114,,,True,,False,,True,,40.571938,-79.645171
True,Hampton Township VFD #1,Fire Department,"2536 Duncan Avenue, Allison Park, Pennsylvania 15101, United States",https://www.facebook.com/Hampton-Township-VFD-1-190996607599327,"Wednesday Feb 17 from 4:30 PM to 7:00 PM, Friday Feb 19 from 4:30 PM to 7:00 PM, Friday Feb 26 from 4:30 PM to 7:00 PM, Friday Mar 5 from 4:30 PM to 7:00 PM, Friday Mar 12 from 4:30 PM to 7:00 PM, Friday Mar 19 from 4:30 PM to 7:00 PM, Friday Mar 26 from 4:30 PM to 7:00 PM, Friday Apr 2 from 12:00 PM to 7:00 PM",Drive thru only,https://www.facebook.com/htwpfd/photos/pcb.3866561363376148/3866559443376340/,See menu link,,(412) 487-1114,,,True,,False,,True,,40.559664,-79.963937
True,Tree of Life Open Bible Church,Church,"1036 Brookline Boulevard, Pittsburgh, Pennsylvania 15226, United States",https://www.facebook.com/pittsburghrevival,"Friday Feb 19 from 5:00 PM to 7:00 PM, Friday Feb 26 from 5:00 PM to 7:00 PM, Friday Mar 5 from 5:00 PM to 7:00 PM, Friday Mar 12 from 5:00 PM to 7:00 PM, Friday Mar 19 from 5:00 PM to 7:00 PM, Friday Mar 26 from 5:00 PM to 7:00 PM, Friday Apr 2 from 5:00 PM to 7:00 PM",,https://www.facebook.com/pittsburghrevival/photos/a.10150112093732534/10158905984822534/?type=3&eid=ARCvVBjPw0vjr-zjI6fIy1ZCDOX0C1O0ulxwnj9zfBpLkWrbn7Cq7iXj8MzeuwNsfhwpNQuMkKZwT1hg&__xts__%5B0%5D=68.ARDaaY_GqjTWw5bE0Nxy6V42AqtQkuWOIz2EfwnQwS9iZqQySPL20jRwiCOFk0OndtrHoeZtQjKsl25wBGrpCmiuNFuGpz2is1y1QsLIOXj_uEBLfoPnObwaJBlBVG9QjYM4ISvn9_Sm5xxH9AD4OEc05ZwqpdgCs8a46AxchjB6lhBTJeQJxtg5f6nSTAMiEcj6Gl2Td-echpgK0UUlWmP1YYF3M5wJpDhU3iG7bbDt6YkWEudVsEBgYDAqkGXSaXBBncIwMESD_1jOr2Ai27257JuL0pJON97hkGsfKIhK8ApSWg&__tn__=EEHH-R,,,412-531-0590,,True,,,,,True,,40.391532,-80.016536
True,McClaren's Bar,Restaurant,"2000 Whitaker Way, Munhall, PA",https://www.facebook.com/McClarensBarPgh/,"Wednesday Feb 17 from 1:00 PM to 1:00 PM, Friday Feb 19 from 1:00 PM to 1:00 PM, Friday Feb 26 from 1:00 PM to 1:00 PM, Friday Mar 5 from 1:00 PM to 1:00 PM, Friday Mar 12 from 1:00 PM to 1:00 PM, Friday Mar 19 from 1:00 PM to 1:00 PM, Friday Mar 26 from 1:00 PM to 1:00 PM, Friday Apr 2 from 1:00 PM to 1:00 PM",,,"Homemade beer battered 8-12oz Cod sandwiches, haluski, jalapeno mac & cheese, plus much more",,412-682-9754,,False,True,True,True,True,True,,40.403115,-79.890151
False,St. Brigid,Church,"383 Arch Street, Meadville, Pennsylvania 16335, United States",https://catholic-meadville.com/,,,,,,814-336-4459,,,,,,,False,,41.636206,-80.148794
True,St. Paul's Episcopal Church,Church,"1066 Washington Road, Mt. Lebanon, PA",https://www.stpaulspgh.org/,"Friday Feb 26 from 4:30 PM to 7:30 PM, Friday Mar 19 from 4:30 PM to 7:30 PM",,https://www.stpaulspgh.org/blog/mark-you-calendars-for-the-st-pauls-annual-fish-fry-/,See menu link,,412-328-9393,,,True,,False,True,True,,40.370768,-80.050178
True,St. Anne,Unsure / N/A,"4040 Willow Ave, Pittsburgh, Pennsylvania 15234, United States",https://www.stpaulofthecross.com/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Wednesday Feb 17 from 4:00 PM to 7:00 PM",,https://www.stpaulofthecross.com/Files/News/FishFry2021-(6).pdf,See menu link,,(412) 561-7720,,,True,,,,True,,40.36217,-80.02955
True,Blaine Hill VFC,Fire Department,"409 Oxford ave, Elizabeth, PA",https://www.facebook.com/BlaineHillVFC/,"Wednesday Feb 17 from 4:00 PM to 7:00 PM, Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM","Dining in will be allowed. We have moved our dine-in area to the upstairs banquet hall for more customers to be able to spread out and enjoy their meal, our upstairs banquet is also handicap accessible.",https://www.facebook.com/BlaineHillVFC/photos/a.352446048208955/3733539553432904/,See menu link,,412-384-9919,,False,True,False,False,True,True,,40.272983,-79.875079
True,"Our Lady of Victory Maronite Catholic Church, Carnegie",Church,"1000 Lindsay Road, Carnegie, Pennsylvania 15106, United States",https://www.olovpgh.org/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM",,https://www.olovpgh.org/wp-content/uploads/2021/02/Menu-2.jpg,,,412-278-0841,,,True,,False,,True,,40.385473,-80.075295
True,St. Sava Serbian Orthodox,Church,"901 Hartman, Mckeesport, PA",https://stsavapa.org/lentenfishfry,"Friday Feb 19 from 2:00 PM to 6:00 PM, Friday Feb 26 from 2:00 PM to 6:00 PM, Friday Mar 5 from 2:00 PM to 6:00 PM, Friday Mar 12 from 2:00 PM to 6:00 PM"," Pre-Order, Take Out ONLY.   Please call (412) 469-2955 Sun - Wed to place orders for pick up.  Please view the website (https://stsavapa.org/lentenfishfry) for a detailed menu.  Credit Card Payment Only.",https://stsavapa.org/lentenfishfry,"Item 	Date(s) Available 	Price
Fish Sandwich 	02/19, 02/26, 03/05, 03/12 	$8.00
French Fries 	02/19, 02/26, 03/05, 03/12 	$3.00
Haluski 	02/19, 02/26, 03/05, 03/12 	$3.00
* Mac and Cheese 	02/19, 03/05 	$3.00
* Spanish Rice 	02/26, 03/12 	$3.00
* Lima Bean Soup 	02/19 	$3.00
* Chili (w/Meat) 	02/26 	$3.00
* Grah i Kupus (Bean & Sauerkraut Soup) 	03/05 	$3.00
* Potato Soup 	03/12 	$3.00
Apple Strudel 	02/19, 02/26, 03/05, 03/12 	$4.00
Palachinka (Serbian Crepes) 	02/19, 02/26, 03/05, 03/12 	$2.00
Rolls (Nut/Apricot/Poppy) 	02/19, 02/26, 03/05, 03/12 	$14.00
*  denotes items available only on specific weeks.  All other items are available to purchase each week (02/19, 02/26, 03/05, 03/12)",,412-664-0820,,,True,,True,,True,,40.350403,-79.83401
True,Wilkins Township VFC #,Fire Department,"109 Powell St, East Pittsburgh, PA 15112",http://wilkinstwp303.com,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 12:00 PM to 7:00 PM",,,,,(412)271-4000,,,True,False,False,,True,,40.41792,-79.839093
True,Logans Ferry Heights ,Fire Department,"1001 Summit Ave., New Kensington, PA 15068",http://www.lfhvfd.com/,"Friday Apr 2 from 4:00 PM to 8:00 PM, Friday Mar 26 from 4:00 PM to 8:00 PM, Friday Mar 19 from 4:00 PM to 8:00 PM, Friday Mar 12 from 4:00 PM to 8:00 PM, Friday Mar 5 from 4:00 PM to 8:00 PM, Friday Feb 26 from 4:00 PM to 8:00 PM, Friday Feb 19 from 4:00 PM to 8:00 PM",,,"Pierogies, coleslaw, Homemade haluski, Mac n cheese, and hand cut fries. Shrimp, crab cakes, and our famous 8oz fish sandwich. ",Social Club,724-337-0191,,,True,,False,,True,,40.546165,-79.749766
True,Lorenz Cafe,Restaurant,"718 Lorenz Avenue, Pittsburgh, Pennsylvania 15220, United States",http://thelorenzcafe.wixsite.com/home,"Wednesday Feb 17 from 11:00 AM to 9:00 PM, Friday Feb 19 from 11:00 AM to 9:00 PM, Friday Feb 26 from 11:00 AM to 9:00 PM, Friday Mar 5 from 11:00 AM to 9:00 PM, Friday Mar 12 from 11:00 AM to 9:00 PM, Friday Mar 19 from 11:00 AM to 9:00 PM, Friday Mar 26 from 11:00 AM to 9:00 PM, Friday Apr 2 from 11:00 AM to 9:00 PM",,https://www.facebook.com/TheLorenzCafe/photos/a.378842075646168/1382416888622010/,,We are located just up the hill from the West End Circle in the Elliott section of Pittsburgh. ,(412) 921-5959,,,,True,True,,True,,40.444829,-80.039762
